fdcId,database,subCategory
167795,sr_legacy,Fruits and Fruit Juices
167796,sr_legacy,Fruits and Fruit Juices
167797,sr_legacy,Fruits and Fruit Juices
167798,sr_legacy,Fruits and Fruit Juices
167799,sr_legacy,Fruits and Fruit Juices
167800,sr_legacy,Fruits and Fruit Juices
167801,sr_legacy,Fruits and Fruit Juices
167802,sr_legacy,Fruits and Fruit Juices
167803,sr_legacy,Fruits and Fruit Juices
167804,sr_legacy,Fruits and Fruit Juices
167805,sr_legacy,Fruits and Fruit Juices
167806,sr_legacy,Fruits and Fruit Juices
167807,sr_legacy,Fruits and Fruit Juices
167808,sr_legacy,Fruits and Fruit Juices
167809,sr_legacy,Fruits and Fruit Juices
167810,sr_legacy,Pork Products
167811,sr_legacy,Pork Products
167812,sr_legacy,Pork Products
167813,sr_legacy,Pork Products
167814,sr_legacy,Pork Products
167815,sr_legacy,Pork Products
167816,sr_legacy,Pork Products
167817,sr_legacy,Pork Products
167818,sr_legacy,Pork Products
167819,sr_legacy,Pork Products
167820,sr_legacy,Pork Products
167821,sr_legacy,Pork Products
167822,sr_legacy,Pork Products
167823,sr_legacy,Pork Products
167824,sr_legacy,Pork Products
167825,sr_legacy,Pork Products
167826,sr_legacy,Pork Products
167827,sr_legacy,Pork Products
167828,sr_legacy,Pork Products
167829,sr_legacy,Pork Products
167830,sr_legacy,Pork Products
167831,sr_legacy,Pork Products
167832,sr_legacy,Pork Products
167833,sr_legacy,Pork Products
167834,sr_legacy,Pork Products
167835,sr_legacy,Pork Products
167836,sr_legacy,Pork Products
167837,sr_legacy,Pork Products
167838,sr_legacy,Pork Products
167839,sr_legacy,Pork Products
167840,sr_legacy,Pork Products
167841,sr_legacy,Pork Products
167842,sr_legacy,Pork Products
167843,sr_legacy,Pork Products
167844,sr_legacy,Pork Products
167845,sr_legacy,Pork Products
167846,sr_legacy,Pork Products
167847,sr_legacy,Pork Products
167848,sr_legacy,Pork Products
167849,sr_legacy,Pork Products
167850,sr_legacy,Pork Products
167851,sr_legacy,Pork Products
167852,sr_legacy,Pork Products
167853,sr_legacy,Pork Products
167854,sr_legacy,Pork Products
167855,sr_legacy,Pork Products
167856,sr_legacy,Pork Products
167857,sr_legacy,Pork Products
167858,sr_legacy,Pork Products
167859,sr_legacy,Pork Products
167860,sr_legacy,Pork Products
167861,sr_legacy,Pork Products
167862,sr_legacy,Pork Products
167863,sr_legacy,Pork Products
167864,sr_legacy,Pork Products
167865,sr_legacy,Pork Products
167866,sr_legacy,Pork Products
167867,sr_legacy,Pork Products
167868,sr_legacy,Pork Products
167869,sr_legacy,Pork Products
167870,sr_legacy,Pork Products
167871,sr_legacy,Pork Products
167872,sr_legacy,Pork Products
167873,sr_legacy,Pork Products
167874,sr_legacy,Pork Products
167875,sr_legacy,Pork Products
167876,sr_legacy,Pork Products
167877,sr_legacy,Pork Products
167878,sr_legacy,Pork Products
167879,sr_legacy,Pork Products
167880,sr_legacy,Pork Products
167881,sr_legacy,Pork Products
167882,sr_legacy,Pork Products
167883,sr_legacy,Pork Products
167884,sr_legacy,Pork Products
167885,sr_legacy,Pork Products
167886,sr_legacy,Pork Products
167887,sr_legacy,Pork Products
167888,sr_legacy,Pork Products
167889,sr_legacy,Pork Products
167890,sr_legacy,Pork Products
167891,sr_legacy,Pork Products
167892,sr_legacy,Pork Products
167893,sr_legacy,Pork Products
167894,sr_legacy,Pork Products
167895,sr_legacy,Pork Products
167896,sr_legacy,Pork Products
167897,sr_legacy,Pork Products
167898,sr_legacy,Pork Products
167899,sr_legacy,Pork Products
167900,sr_legacy,Pork Products
167901,sr_legacy,Pork Products
167902,sr_legacy,Pork Products
167903,sr_legacy,Pork Products
167904,sr_legacy,Pork Products
167905,sr_legacy,Pork Products
167906,sr_legacy,Pork Products
167907,sr_legacy,Pork Products
167908,sr_legacy,Pork Products
167909,sr_legacy,Pork Products
167910,sr_legacy,Pork Products
167911,sr_legacy,Pork Products
167912,sr_legacy,Pork Products
167913,sr_legacy,Pork Products
167914,sr_legacy,Pork Products
167915,sr_legacy,Pork Products
167916,sr_legacy,Pork Products
167917,sr_legacy,Pork Products
167918,sr_legacy,Pork Products
167919,sr_legacy,Pork Products
167920,sr_legacy,Pork Products
167921,sr_legacy,Baked Products
167922,sr_legacy,Baked Products
167923,sr_legacy,Baked Products
167924,sr_legacy,Baked Products
167925,sr_legacy,Baked Products
167926,sr_legacy,Baked Products
167927,sr_legacy,Baked Products
167928,sr_legacy,Baked Products
167929,sr_legacy,Baked Products
167930,sr_legacy,Baked Products
167931,sr_legacy,Baked Products
167932,sr_legacy,Baked Products
167933,sr_legacy,Baked Products
167934,sr_legacy,Baked Products
167935,sr_legacy,Baked Products
167936,sr_legacy,Baked Products
167937,sr_legacy,Baked Products
167938,sr_legacy,Baked Products
167939,sr_legacy,Baked Products
167940,sr_legacy,Baked Products
167941,sr_legacy,Baked Products
167942,sr_legacy,Baked Products
167943,sr_legacy,Baked Products
167944,sr_legacy,Baked Products
167945,sr_legacy,Baked Products
167946,sr_legacy,Sweets
167947,sr_legacy,Sweets
167948,sr_legacy,Snacks
167949,sr_legacy,Snacks
167950,sr_legacy,Snacks
167951,sr_legacy,Snacks
167952,sr_legacy,Snacks
167953,sr_legacy,Sweets
167954,sr_legacy,Snacks
167955,sr_legacy,Snacks
167956,sr_legacy,Sweets
167957,sr_legacy,Sweets
167958,sr_legacy,Snacks
167959,sr_legacy,Snacks
167960,sr_legacy,Snacks
167961,sr_legacy,Snacks
167962,sr_legacy,Snacks
167963,sr_legacy,Snacks
167964,sr_legacy,Snacks
167965,sr_legacy,Snacks
167966,sr_legacy,Snacks
167967,sr_legacy,Snacks
167968,sr_legacy,Snacks
167969,sr_legacy,Snacks
167970,sr_legacy,Snacks
167971,sr_legacy,Sweets
167972,sr_legacy,Sweets
167973,sr_legacy,Sweets
167974,sr_legacy,Sweets
167975,sr_legacy,Sweets
167976,sr_legacy,Sweets
167977,sr_legacy,Sweets
167978,sr_legacy,Sweets
167979,sr_legacy,Sweets
167980,sr_legacy,Sweets
167981,sr_legacy,Sweets
167982,sr_legacy,Sweets
167983,sr_legacy,Sweets
167984,sr_legacy,Sweets
167985,sr_legacy,Sweets
167986,sr_legacy,Sweets
167987,sr_legacy,Sweets
167988,sr_legacy,Sweets
167989,sr_legacy,Sweets
167990,sr_legacy,Sweets
167991,sr_legacy,Sweets
167992,sr_legacy,Sweets
167993,sr_legacy,Sweets
167994,sr_legacy,Sweets
167995,sr_legacy,Sweets
