fdcId,database,subCategory
2706913,survey_fndds,Burgers
2706914,survey_fndds,Burgers
2706915,survey_fndds,Burgers
2706916,survey_fndds,Burgers
2706917,survey_fndds,Burgers
2706918,survey_fndds,Burgers
2706919,survey_fndds,Burgers
2706920,survey_fndds,Burgers
2706921,survey_fndds,Burgers
2706922,survey_fndds,Burgers
2706923,survey_fndds,Burgers
2706924,survey_fndds,Burgers
2706925,survey_fndds,Burgers
2706926,survey_fndds,Burgers
2706927,survey_fndds,Burgers
2706928,survey_fndds,Burgers
2706929,survey_fndds,Burgers
2706930,survey_fndds,Burgers
2706931,survey_fndds,Burgers
2706932,survey_fndds,Burgers
2706933,survey_fndds,Burgers
2706934,survey_fndds,Burgers
2706935,survey_fndds,Burgers
2706936,survey_fndds,Burgers
2706937,survey_fndds,Burgers
2706938,survey_fndds,Burgers
2706939,survey_fndds,Burgers
2706940,survey_fndds,Burgers
2706941,survey_fndds,Burgers
2706942,survey_fndds,Burgers
2706943,survey_fndds,Burgers
2706944,survey_fndds,Burgers
2706945,survey_fndds,Meat and BBQ sandwiches
2706946,survey_fndds,Meat and BBQ sandwiches
2706947,survey_fndds,Burgers
2706948,survey_fndds,Deli and cured meat sandwiches
2706949,survey_fndds,Deli and cured meat sandwiches
2706950,survey_fndds,Deli and cured meat sandwiches
2706951,survey_fndds,Deli and cured meat sandwiches
2706952,survey_fndds,Deli and cured meat sandwiches
2706953,survey_fndds,Deli and cured meat sandwiches
2706954,survey_fndds,Deli and cured meat sandwiches
2706955,survey_fndds,Deli and cured meat sandwiches
2706956,survey_fndds,Deli and cured meat sandwiches
2706957,survey_fndds,Deli and cured meat sandwiches
2706958,survey_fndds,Meat and BBQ sandwiches
2706959,survey_fndds,Meat and BBQ sandwiches
2706960,survey_fndds,Meat and BBQ sandwiches
2706961,survey_fndds,Meat and BBQ sandwiches
2706962,survey_fndds,Meat and BBQ sandwiches
2706963,survey_fndds,Burgers
2706964,survey_fndds,Deli and cured meat sandwiches
2706965,survey_fndds,Deli and cured meat sandwiches
2706966,survey_fndds,Deli and cured meat sandwiches
2706967,survey_fndds,Deli and cured meat sandwiches
2706968,survey_fndds,Deli and cured meat sandwiches
2706969,survey_fndds,Deli and cured meat sandwiches
2706970,survey_fndds,Deli and cured meat sandwiches
2706971,survey_fndds,Deli and cured meat sandwiches
2706972,survey_fndds,Deli and cured meat sandwiches
2706973,survey_fndds,Meat and BBQ sandwiches
2706974,survey_fndds,Meat and BBQ sandwiches
2706975,survey_fndds,Meat and BBQ sandwiches
2706976,survey_fndds,Meat and BBQ sandwiches
2706977,survey_fndds,Meat and BBQ sandwiches
2706978,survey_fndds,Meat and BBQ sandwiches
2706979,survey_fndds,Deli and cured meat sandwiches
2706980,survey_fndds,Deli and cured meat sandwiches
2706981,survey_fndds,Deli and cured meat sandwiches
2706982,survey_fndds,Deli and cured meat sandwiches
2706983,survey_fndds,Deli and cured meat sandwiches
2706984,survey_fndds,Deli and cured meat sandwiches
2706985,survey_fndds,Deli and cured meat sandwiches
2706986,survey_fndds,Deli and cured meat sandwiches
2706987,survey_fndds,Deli and cured meat sandwiches
2706988,survey_fndds,Deli and cured meat sandwiches
2706989,survey_fndds,Deli and cured meat sandwiches
2706990,survey_fndds,Chicken fillet sandwiches
2706991,survey_fndds,Chicken fillet sandwiches
2706992,survey_fndds,Chicken fillet sandwiches
2706993,survey_fndds,Deli and cured meat sandwiches
2706994,survey_fndds,Deli and cured meat sandwiches
2706995,survey_fndds,Deli and cured meat sandwiches
2706996,survey_fndds,Deli and cured meat sandwiches
2706997,survey_fndds,Deli and cured meat sandwiches
2706998,survey_fndds,Meat and BBQ sandwiches
2706999,survey_fndds,Meat and BBQ sandwiches
2707000,survey_fndds,Chicken fillet sandwiches
2707001,survey_fndds,Chicken fillet sandwiches
2707002,survey_fndds,Chicken fillet sandwiches
2707003,survey_fndds,Chicken fillet sandwiches
2707004,survey_fndds,Chicken fillet sandwiches
2707005,survey_fndds,Chicken fillet sandwiches
2707006,survey_fndds,Chicken fillet sandwiches
2707007,survey_fndds,Chicken fillet sandwiches
2707008,survey_fndds,Chicken fillet sandwiches
2707009,survey_fndds,Chicken fillet sandwiches
2707010,survey_fndds,Chicken fillet sandwiches
2707011,survey_fndds,Chicken fillet sandwiches
2707012,survey_fndds,Chicken fillet sandwiches
2707013,survey_fndds,Chicken fillet sandwiches
2707014,survey_fndds,Chicken fillet sandwiches
2707015,survey_fndds,Chicken fillet sandwiches
2707016,survey_fndds,Chicken fillet sandwiches
2707017,survey_fndds,Chicken fillet sandwiches
2707018,survey_fndds,Burgers
2707019,survey_fndds,Burgers
2707020,survey_fndds,Seafood sandwiches
2707021,survey_fndds,Seafood sandwiches
2707022,survey_fndds,Seafood sandwiches
2707023,survey_fndds,Seafood sandwiches
2707024,survey_fndds,Seafood sandwiches
2707025,survey_fndds,Seafood sandwiches
2707026,survey_fndds,Seafood sandwiches
2707027,survey_fndds,Seafood sandwiches
2707028,survey_fndds,Seafood sandwiches
2707029,survey_fndds,Seafood sandwiches
2707030,survey_fndds,Seafood sandwiches
2707031,survey_fndds,Seafood sandwiches
2707032,survey_fndds,Seafood sandwiches
2707033,survey_fndds,Seafood sandwiches
2707034,survey_fndds,Seafood sandwiches
2707035,survey_fndds,Seafood sandwiches
2707036,survey_fndds,Seafood sandwiches
2707037,survey_fndds,Seafood sandwiches
2707038,survey_fndds,Seafood sandwiches
2707039,survey_fndds,Seafood sandwiches
2707040,survey_fndds,Deli and cured meat sandwiches
2707041,survey_fndds,Deli and cured meat sandwiches
2707042,survey_fndds,Deli and cured meat sandwiches
2707043,survey_fndds,Deli and cured meat sandwiches
2707044,survey_fndds,Frankfurter sandwiches
2707045,survey_fndds,Frankfurter sandwiches
2707046,survey_fndds,Deli and cured meat sandwiches
2707047,survey_fndds,Deli and cured meat sandwiches
2707048,survey_fndds,Deli and cured meat sandwiches
2707049,survey_fndds,Deli and cured meat sandwiches
2707050,survey_fndds,Deli and cured meat sandwiches
2707051,survey_fndds,Deli and cured meat sandwiches
2707052,survey_fndds,Deli and cured meat sandwiches
2707053,survey_fndds,Frankfurter sandwiches
2707054,survey_fndds,Deli and cured meat sandwiches
2707055,survey_fndds,Deli and cured meat sandwiches
2707056,survey_fndds,Frankfurter sandwiches
2707057,survey_fndds,Frankfurter sandwiches
2707058,survey_fndds,Frankfurter sandwiches
2707059,survey_fndds,Frankfurter sandwiches
2707060,survey_fndds,Frankfurter sandwiches
2707061,survey_fndds,Frankfurter sandwiches
2707062,survey_fndds,Frankfurter sandwiches
2707063,survey_fndds,Frankfurter sandwiches
2707064,survey_fndds,Frankfurter sandwiches
2707065,survey_fndds,Frankfurter sandwiches
2707066,survey_fndds,Frankfurter sandwiches
2707067,survey_fndds,Frankfurter sandwiches
2707068,survey_fndds,Frankfurter sandwiches
2707069,survey_fndds,Frankfurter sandwiches
2707070,survey_fndds,Frankfurter sandwiches
2707071,survey_fndds,Frankfurter sandwiches
2707072,survey_fndds,Frankfurter sandwiches
2707073,survey_fndds,Frankfurter sandwiches
2707074,survey_fndds,Frankfurter sandwiches
2707075,survey_fndds,Frankfurter sandwiches
2707076,survey_fndds,Frankfurter sandwiches
2707077,survey_fndds,Frankfurter sandwiches
2707078,survey_fndds,Frankfurter sandwiches
2707079,survey_fndds,Frankfurter sandwiches
2707080,survey_fndds,Frankfurter sandwiches
2707081,survey_fndds,Frankfurter sandwiches
2707082,survey_fndds,Deli and cured meat sandwiches
2707083,survey_fndds,Deli and cured meat sandwiches
2707084,survey_fndds,Deli and cured meat sandwiches
2707085,survey_fndds,Deli and cured meat sandwiches
2707086,survey_fndds,Deli and cured meat sandwiches
2707087,survey_fndds,Deli and cured meat sandwiches
2707088,survey_fndds,Deli and cured meat sandwiches
2707089,survey_fndds,Deli and cured meat sandwiches
2707090,survey_fndds,Deli and cured meat sandwiches
2707091,survey_fndds,Deli and cured meat sandwiches
2707092,survey_fndds,Deli and cured meat sandwiches
2707093,survey_fndds,Deli and cured meat sandwiches
2707094,survey_fndds,Deli and cured meat sandwiches
2707095,survey_fndds,Meat mixed dishes
2707096,survey_fndds,Meat mixed dishes
2707097,survey_fndds,Meat mixed dishes
2707098,survey_fndds,Meat mixed dishes
2707099,survey_fndds,Meat mixed dishes
2707100,survey_fndds,Meat mixed dishes
2707101,survey_fndds,Meat mixed dishes
2707102,survey_fndds,Meat mixed dishes
2707103,survey_fndds,Meat mixed dishes
2707104,survey_fndds,Meat mixed dishes
2707105,survey_fndds,Poultry mixed dishes
2707106,survey_fndds,Poultry mixed dishes
2707107,survey_fndds,Poultry mixed dishes
2707108,survey_fndds,Poultry mixed dishes
2707109,survey_fndds,Stir-fry and soy-based sauce mixtures
2707110,survey_fndds,Poultry mixed dishes
2707111,survey_fndds,Poultry mixed dishes
2707112,survey_fndds,Poultry mixed dishes
2707113,survey_fndds,Poultry mixed dishes
2707114,survey_fndds,Poultry mixed dishes
2707115,survey_fndds,Stir-fry and soy-based sauce mixtures
2707116,survey_fndds,Poultry mixed dishes
2707117,survey_fndds,Poultry mixed dishes
2707118,survey_fndds,Poultry mixed dishes
2707119,survey_fndds,Seafood mixed dishes
2707120,survey_fndds,Seafood mixed dishes
2707121,survey_fndds,Meat mixed dishes
2707122,survey_fndds,Meat mixed dishes
2707123,survey_fndds,"Soups, broth-based"
2707124,survey_fndds,Ramen and Asian broth-based soups
2707125,survey_fndds,Ramen and Asian broth-based soups
2707126,survey_fndds,"Soups, cream-based"
2707127,survey_fndds,"Soups, broth-based"
2707128,survey_fndds,"Soups, broth-based"
2707129,survey_fndds,"Soups, broth-based"
2707130,survey_fndds,"Soups, broth-based"
2707131,survey_fndds,"Soups, broth-based"
2707132,survey_fndds,"Soups, broth-based"
2707133,survey_fndds,"Soups, broth-based"
2707134,survey_fndds,"Soups, broth-based"
2707135,survey_fndds,"Soups, broth-based"
2707136,survey_fndds,Ramen and Asian broth-based soups
2707137,survey_fndds,"Soups, cream-based"
2707138,survey_fndds,"Soups, broth-based"
2707139,survey_fndds,"Soups, cream-based"
2707140,survey_fndds,"Soups, cream-based"
2707141,survey_fndds,Seafood mixed dishes
2707142,survey_fndds,Seafood mixed dishes
2707143,survey_fndds,"Soups, broth-based"
2707144,survey_fndds,"Dips, gravies, other sauces"
2707145,survey_fndds,"Dips, gravies, other sauces"
2707146,survey_fndds,"Dips, gravies, other sauces"
2707147,survey_fndds,"Dips, gravies, other sauces"
2707148,survey_fndds,"Dips, gravies, other sauces"
2707149,survey_fndds,"Dips, gravies, other sauces"
2707150,survey_fndds,Soy-based condiments
2707151,survey_fndds,"Dips, gravies, other sauces"
2707152,survey_fndds,Eggs and omelets
2707153,survey_fndds,Eggs and omelets
2707154,survey_fndds,Eggs and omelets
2707155,survey_fndds,Eggs and omelets
2707156,survey_fndds,Eggs and omelets
2707157,survey_fndds,Eggs and omelets
2707158,survey_fndds,Eggs and omelets
2707159,survey_fndds,Eggs and omelets
2707160,survey_fndds,Eggs and omelets
2707161,survey_fndds,Eggs and omelets
2707162,survey_fndds,Eggs and omelets
2707163,survey_fndds,Eggs and omelets
2707164,survey_fndds,Eggs and omelets
2707165,survey_fndds,Eggs and omelets
2707166,survey_fndds,Eggs and omelets
2707167,survey_fndds,Eggs and omelets
2707168,survey_fndds,Eggs and omelets
2707169,survey_fndds,Eggs and omelets
2707170,survey_fndds,Eggs and omelets
2707171,survey_fndds,Eggs and omelets
2707172,survey_fndds,Eggs and omelets
2707173,survey_fndds,Eggs and omelets
2707174,survey_fndds,Eggs and omelets
2707175,survey_fndds,Eggs and omelets
2707176,survey_fndds,Eggs and omelets
2707177,survey_fndds,Eggs and omelets
2707178,survey_fndds,Eggs and omelets
2707179,survey_fndds,Eggs and omelets
2707180,survey_fndds,Eggs and omelets
2707181,survey_fndds,Eggs and omelets
2707182,survey_fndds,Eggs and omelets
2707183,survey_fndds,Eggs and omelets
2707184,survey_fndds,Eggs and omelets
2707185,survey_fndds,Eggs and omelets
2707186,survey_fndds,Eggs and omelets
2707187,survey_fndds,Eggs and omelets
2707188,survey_fndds,Eggs and omelets
2707189,survey_fndds,Eggs and omelets
2707190,survey_fndds,Eggs and omelets
2707191,survey_fndds,Eggs and omelets
2707192,survey_fndds,Eggs and omelets
2707193,survey_fndds,Stir-fry and soy-based sauce mixtures
2707194,survey_fndds,Stir-fry and soy-based sauce mixtures
2707195,survey_fndds,Stir-fry and soy-based sauce mixtures
2707196,survey_fndds,Stir-fry and soy-based sauce mixtures
2707197,survey_fndds,Stir-fry and soy-based sauce mixtures
2707198,survey_fndds,Eggs and omelets
2707199,survey_fndds,Eggs and omelets
2707200,survey_fndds,Eggs and omelets
2707201,survey_fndds,Eggs and omelets
2707202,survey_fndds,Eggs and omelets
2707203,survey_fndds,Eggs and omelets
2707204,survey_fndds,Eggs and omelets
2707205,survey_fndds,Eggs and omelets
2707206,survey_fndds,Eggs and omelets
2707207,survey_fndds,Eggs and omelets
2707208,survey_fndds,Eggs and omelets
2707209,survey_fndds,Eggs and omelets
2707210,survey_fndds,Eggs and omelets
2707211,survey_fndds,Eggs and omelets
2707212,survey_fndds,Eggs and omelets
2707213,survey_fndds,Eggs and omelets
2707214,survey_fndds,Eggs and omelets
2707215,survey_fndds,Eggs and omelets
2707216,survey_fndds,Eggs and omelets
2707217,survey_fndds,Eggs and omelets
2707218,survey_fndds,Eggs and omelets
2707219,survey_fndds,Eggs and omelets
2707220,survey_fndds,Eggs and omelets
2707221,survey_fndds,Eggs and omelets
2707222,survey_fndds,Eggs and omelets
2707223,survey_fndds,Eggs and omelets
2707224,survey_fndds,Eggs and omelets
2707225,survey_fndds,Eggs and omelets
2707226,survey_fndds,Eggs and omelets
2707227,survey_fndds,Eggs and omelets
2707228,survey_fndds,Eggs and omelets
2707229,survey_fndds,Eggs and omelets
2707230,survey_fndds,Eggs and omelets
2707231,survey_fndds,Eggs and omelets
2707232,survey_fndds,Eggs and omelets
2707233,survey_fndds,Eggs and omelets
2707234,survey_fndds,Eggs and omelets
2707235,survey_fndds,Eggs and omelets
2707236,survey_fndds,Eggs and omelets
2707237,survey_fndds,Eggs and omelets
2707238,survey_fndds,Eggs and omelets
2707239,survey_fndds,Eggs and omelets
2707240,survey_fndds,Eggs and omelets
2707241,survey_fndds,Eggs and omelets
2707242,survey_fndds,Eggs and omelets
2707243,survey_fndds,Eggs and omelets
2707244,survey_fndds,Eggs and omelets
2707245,survey_fndds,Eggs and omelets
2707246,survey_fndds,Eggs and omelets
2707247,survey_fndds,Eggs and omelets
2707248,survey_fndds,Eggs and omelets
2707249,survey_fndds,Eggs and omelets
2707250,survey_fndds,Eggs and omelets
2707251,survey_fndds,Eggs and omelets
2707252,survey_fndds,Eggs and omelets
2707253,survey_fndds,Eggs and omelets
2707254,survey_fndds,Eggs and omelets
2707255,survey_fndds,Eggs and omelets
2707256,survey_fndds,Eggs and omelets
2707257,survey_fndds,Eggs and omelets
2707258,survey_fndds,Eggs and omelets
2707259,survey_fndds,Eggs and omelets
2707260,survey_fndds,Eggs and omelets
2707261,survey_fndds,Eggs and omelets
2707262,survey_fndds,Eggs and omelets
2707263,survey_fndds,Eggs and omelets
2707264,survey_fndds,Eggs and omelets
2707265,survey_fndds,Eggs and omelets
2707266,survey_fndds,Eggs and omelets
2707267,survey_fndds,Eggs and omelets
2707268,survey_fndds,Eggs and omelets
2707269,survey_fndds,Eggs and omelets
2707270,survey_fndds,Eggs and omelets
2707271,survey_fndds,Eggs and omelets
2707272,survey_fndds,Eggs and omelets
2707273,survey_fndds,Eggs and omelets
2707274,survey_fndds,Eggs and omelets
2707275,survey_fndds,Eggs and omelets
2707276,survey_fndds,Eggs and omelets
2707277,survey_fndds,Eggs and omelets
2707278,survey_fndds,Eggs and omelets
2707279,survey_fndds,Eggs and omelets
2707280,survey_fndds,Egg/breakfast sandwiches
2707281,survey_fndds,Egg/breakfast sandwiches
2707282,survey_fndds,Ramen and Asian broth-based soups
2707283,survey_fndds,Eggs and omelets
2707284,survey_fndds,Eggs and omelets
2707285,survey_fndds,Eggs and omelets
2707286,survey_fndds,Eggs and omelets
2707287,survey_fndds,Eggs and omelets
2707288,survey_fndds,Eggs and omelets
2707289,survey_fndds,Eggs and omelets
2707290,survey_fndds,Eggs and omelets
2707291,survey_fndds,Eggs and omelets
2707292,survey_fndds,Eggs and omelets
2707293,survey_fndds,Eggs and omelets
2707294,survey_fndds,Eggs and omelets
2707295,survey_fndds,Eggs and omelets
2707296,survey_fndds,Eggs and omelets
2707297,survey_fndds,Pudding
2707298,survey_fndds,Eggs and omelets
2707299,survey_fndds,Eggs and omelets
2707300,survey_fndds,Eggs and omelets
2707301,survey_fndds,Eggs and omelets
2707302,survey_fndds,Eggs and omelets
2707303,survey_fndds,Eggs and omelets
2707304,survey_fndds,Eggs and omelets
2707305,survey_fndds,Eggs and omelets
2707306,survey_fndds,Eggs and omelets
2707307,survey_fndds,Egg/breakfast sandwiches
2707308,survey_fndds,Egg/breakfast sandwiches
2707309,survey_fndds,Egg/breakfast sandwiches
2707310,survey_fndds,Egg/breakfast sandwiches
2707311,survey_fndds,Egg/breakfast sandwiches
2707312,survey_fndds,Egg/breakfast sandwiches
2707313,survey_fndds,Egg/breakfast sandwiches
2707314,survey_fndds,Egg/breakfast sandwiches
2707315,survey_fndds,Egg/breakfast sandwiches
2707316,survey_fndds,Egg/breakfast sandwiches
2707317,survey_fndds,Egg/breakfast sandwiches
2707318,survey_fndds,Egg/breakfast sandwiches
2707319,survey_fndds,Egg/breakfast sandwiches
2707320,survey_fndds,Egg/breakfast sandwiches
2707321,survey_fndds,Egg/breakfast sandwiches
2707322,survey_fndds,Egg/breakfast sandwiches
2707323,survey_fndds,Egg/breakfast sandwiches
2707324,survey_fndds,Egg/breakfast sandwiches
2707325,survey_fndds,Egg/breakfast sandwiches
2707326,survey_fndds,Egg/breakfast sandwiches
2707327,survey_fndds,Egg/breakfast sandwiches
2707328,survey_fndds,Egg/breakfast sandwiches
2707329,survey_fndds,Egg/breakfast sandwiches
2707330,survey_fndds,Egg/breakfast sandwiches
2707331,survey_fndds,Egg/breakfast sandwiches
2707332,survey_fndds,Egg/breakfast sandwiches
2707333,survey_fndds,Egg/breakfast sandwiches
2707334,survey_fndds,Egg/breakfast sandwiches
2707335,survey_fndds,Egg/breakfast sandwiches
2707336,survey_fndds,Egg/breakfast sandwiches
2707337,survey_fndds,Egg/breakfast sandwiches
2707338,survey_fndds,Egg/breakfast sandwiches
2707339,survey_fndds,Egg/breakfast sandwiches
2707340,survey_fndds,Egg/breakfast sandwiches
2707341,survey_fndds,Egg/breakfast sandwiches
2707342,survey_fndds,Egg/breakfast sandwiches
2707343,survey_fndds,Egg/breakfast sandwiches
2707344,survey_fndds,Egg/breakfast sandwiches
2707345,survey_fndds,Egg/breakfast sandwiches
2707346,survey_fndds,Egg/breakfast sandwiches
2707347,survey_fndds,"Beans, peas, legumes"
2707348,survey_fndds,"Beans, peas, legumes"
2707349,survey_fndds,"Beans, peas, legumes"
2707350,survey_fndds,"Beans, peas, legumes"
2707351,survey_fndds,"Beans, peas, legumes"
2707352,survey_fndds,"Beans, peas, legumes"
2707353,survey_fndds,"Beans, peas, legumes"
2707354,survey_fndds,"Beans, peas, legumes"
2707355,survey_fndds,"Beans, peas, legumes"
2707356,survey_fndds,"Beans, peas, legumes"
2707357,survey_fndds,"Beans, peas, legumes"
2707358,survey_fndds,"Beans, peas, legumes"
2707359,survey_fndds,"Beans, peas, legumes"
2707360,survey_fndds,"Beans, peas, legumes"
2707361,survey_fndds,"Beans, peas, legumes"
2707362,survey_fndds,"Beans, peas, legumes"
2707363,survey_fndds,"Beans, peas, legumes"
2707364,survey_fndds,"Beans, peas, legumes"
2707365,survey_fndds,"Beans, peas, legumes"
2707366,survey_fndds,"Beans, peas, legumes"
2707367,survey_fndds,"Beans, peas, legumes"
2707368,survey_fndds,"Beans, peas, legumes"
2707369,survey_fndds,"Beans, peas, legumes"
2707370,survey_fndds,"Beans, peas, legumes"
2707371,survey_fndds,"Beans, peas, legumes"
2707372,survey_fndds,"Beans, peas, legumes"
2707373,survey_fndds,"Beans, peas, legumes"
2707374,survey_fndds,"Beans, peas, legumes"
2707375,survey_fndds,"Beans, peas, legumes"
2707376,survey_fndds,"Beans, peas, legumes"
2707377,survey_fndds,"Beans, peas, legumes"
2707378,survey_fndds,"Beans, peas, legumes"
2707379,survey_fndds,"Beans, peas, legumes"
2707380,survey_fndds,"Beans, peas, legumes"
2707381,survey_fndds,"Beans, peas, legumes"
2707382,survey_fndds,"Beans, peas, legumes"
2707383,survey_fndds,"Beans, peas, legumes"
2707384,survey_fndds,"Beans, peas, legumes"
2707385,survey_fndds,"Beans, peas, legumes"
2707386,survey_fndds,"Beans, peas, legumes"
2707387,survey_fndds,"Beans, peas, legumes"
2707388,survey_fndds,"Beans, peas, legumes"
2707389,survey_fndds,"Beans, peas, legumes"
2707390,survey_fndds,"Beans, peas, legumes"
2707391,survey_fndds,"Beans, peas, legumes"
2707392,survey_fndds,"Beans, peas, legumes"
2707393,survey_fndds,"Beans, peas, legumes"
2707394,survey_fndds,"Beans, peas, legumes"
2707395,survey_fndds,"Bean, pea, legume dishes"
2707396,survey_fndds,"Beans, peas, legumes"
2707397,survey_fndds,"Beans, peas, legumes"
2707398,survey_fndds,"Beans, peas, legumes"
2707399,survey_fndds,"Beans, peas, legumes"
2707400,survey_fndds,"Dips, gravies, other sauces"
2707401,survey_fndds,"Dips, gravies, other sauces"
2707402,survey_fndds,"Dips, gravies, other sauces"
2707403,survey_fndds,"Dips, gravies, other sauces"
2707404,survey_fndds,"Dips, gravies, other sauces"
2707405,survey_fndds,"Beans, peas, legumes"
2707406,survey_fndds,"Beans, peas, legumes"
2707407,survey_fndds,"Beans, peas, legumes"
2707408,survey_fndds,"Bean, pea, legume dishes"
2707409,survey_fndds,"Bean, pea, legume dishes"
2707410,survey_fndds,"Beans, peas, legumes"
2707411,survey_fndds,"Bean, pea, legume dishes"
2707412,survey_fndds,"Beans, peas, legumes"
2707413,survey_fndds,"Beans, peas, legumes"
2707414,survey_fndds,"Beans, peas, legumes"
2707415,survey_fndds,"Beans, peas, legumes"
2707416,survey_fndds,"Beans, peas, legumes"
2707417,survey_fndds,"Beans, peas, legumes"
2707418,survey_fndds,"Beans, peas, legumes"
2707419,survey_fndds,"Beans, peas, legumes"
2707420,survey_fndds,"Beans, peas, legumes"
2707421,survey_fndds,"Beans, peas, legumes"
2707422,survey_fndds,"Beans, peas, legumes"
2707423,survey_fndds,"Beans, peas, legumes"
2707424,survey_fndds,"Beans, peas, legumes"
2707425,survey_fndds,"Beans, peas, legumes"
2707426,survey_fndds,"Beans, peas, legumes"
2707427,survey_fndds,"Beans, peas, legumes"
2707428,survey_fndds,"Tortilla, corn, other chips"
2707429,survey_fndds,"Beans, peas, legumes"
2707430,survey_fndds,Vegetable dishes
2707431,survey_fndds,"Bean, pea, legume dishes"
2707432,survey_fndds,"Bean, pea, legume dishes"
2707433,survey_fndds,"Beans, peas, legumes"
2707434,survey_fndds,"Tortilla, corn, other chips"
2707435,survey_fndds,Soy and meat-alternative products
2707436,survey_fndds,"Beans, peas, legumes"
2707437,survey_fndds,Soy and meat-alternative products
2707438,survey_fndds,Soy-based condiments
2707439,survey_fndds,Soy-based condiments
2707440,survey_fndds,Soy-based condiments
2707441,survey_fndds,Soy-based condiments
2707442,survey_fndds,Soy-based condiments
2707443,survey_fndds,Soy-based condiments
2707444,survey_fndds,Plant-based yogurt
2707445,survey_fndds,Soy-based condiments
2707446,survey_fndds,Soy-based condiments
2707447,survey_fndds,Mustard and other condiments
2707448,survey_fndds,Soy and meat-alternative products
2707449,survey_fndds,Soy and meat-alternative products
2707450,survey_fndds,Soy and meat-alternative products
2707451,survey_fndds,Soy and meat-alternative products
2707452,survey_fndds,Soy and meat-alternative products
2707453,survey_fndds,"Soups, broth-based"
2707454,survey_fndds,"Soups, broth-based"
2707455,survey_fndds,Ramen and Asian broth-based soups
2707456,survey_fndds,"Soups, broth-based"
2707457,survey_fndds,"Soups, broth-based"
2707458,survey_fndds,"Soups, broth-based"
2707459,survey_fndds,"Soups, broth-based"
2707460,survey_fndds,"Soups, broth-based"
2707461,survey_fndds,"Soups, broth-based"
2707462,survey_fndds,"Soups, broth-based"
2707463,survey_fndds,"Soups, broth-based"
2707464,survey_fndds,"Soups, broth-based"
2707465,survey_fndds,Soy and meat-alternative products
2707466,survey_fndds,Bacon
2707467,survey_fndds,Soy and meat-alternative products
2707468,survey_fndds,Soy and meat-alternative products
2707469,survey_fndds,Soy and meat-alternative products
2707470,survey_fndds,Soy and meat-alternative products
2707471,survey_fndds,Soy and meat-alternative products
2707472,survey_fndds,Soy and meat-alternative products
2707473,survey_fndds,Soy and meat-alternative products
2707474,survey_fndds,"Bean, pea, legume dishes"
2707475,survey_fndds,"Bean, pea, legume dishes"
2707476,survey_fndds,Stir-fry and soy-based sauce mixtures
2707477,survey_fndds,Stir-fry and soy-based sauce mixtures
2707478,survey_fndds,Soy and meat-alternative products
2707479,survey_fndds,Vegetable dishes
2707480,survey_fndds,"Bean, pea, legume dishes"
2707481,survey_fndds,Vegetable sandwiches/burgers
2707482,survey_fndds,Vegetable sandwiches/burgers
2707483,survey_fndds,Vegetable sandwiches/burgers
2707484,survey_fndds,Nuts and seeds
2707485,survey_fndds,Nuts and seeds
2707486,survey_fndds,Nuts and seeds
2707487,survey_fndds,Nuts and seeds
2707488,survey_fndds,Nuts and seeds
2707489,survey_fndds,Nuts and seeds
2707490,survey_fndds,Nuts and seeds
2707491,survey_fndds,Nuts and seeds
2707492,survey_fndds,Nuts and seeds
2707493,survey_fndds,Nuts and seeds
2707494,survey_fndds,Nuts and seeds
2707495,survey_fndds,Nuts and seeds
2707496,survey_fndds,Nuts and seeds
2707497,survey_fndds,Nuts and seeds
2707498,survey_fndds,Nuts and seeds
2707499,survey_fndds,Nuts and seeds
2707500,survey_fndds,Nuts and seeds
2707501,survey_fndds,Nuts and seeds
2707502,survey_fndds,Nuts and seeds
2707503,survey_fndds,Nuts and seeds
2707504,survey_fndds,Nuts and seeds
2707505,survey_fndds,Nuts and seeds
2707506,survey_fndds,Nuts and seeds
2707507,survey_fndds,Nuts and seeds
2707508,survey_fndds,Nuts and seeds
2707509,survey_fndds,Nuts and seeds
2707510,survey_fndds,Nuts and seeds
2707511,survey_fndds,Nuts and seeds
2707512,survey_fndds,Nuts and seeds
2707513,survey_fndds,Nuts and seeds
2707514,survey_fndds,Nuts and seeds
2707515,survey_fndds,Nuts and seeds
2707516,survey_fndds,Nuts and seeds
2707517,survey_fndds,Nuts and seeds
2707518,survey_fndds,Nuts and seeds
2707519,survey_fndds,Nuts and seeds
2707520,survey_fndds,Nuts and seeds
2707521,survey_fndds,Nuts and seeds
2707522,survey_fndds,Nuts and seeds
2707523,survey_fndds,Nuts and seeds
2707524,survey_fndds,Nuts and seeds
2707525,survey_fndds,Nuts and seeds
2707526,survey_fndds,Nuts and seeds
2707527,survey_fndds,Nuts and seeds
2707528,survey_fndds,Nuts and seeds
2707529,survey_fndds,Nuts and seeds
2707530,survey_fndds,Nuts and seeds
2707531,survey_fndds,Nuts and seeds
2707532,survey_fndds,Nuts and seeds
2707533,survey_fndds,Nuts and seeds
2707534,survey_fndds,Nuts and seeds
2707535,survey_fndds,Nuts and seeds
2707536,survey_fndds,Nuts and seeds
2707537,survey_fndds,Nuts and seeds
2707538,survey_fndds,Nuts and seeds
2707539,survey_fndds,Nuts and seeds
2707540,survey_fndds,Nuts and seeds
2707541,survey_fndds,Nuts and seeds
2707542,survey_fndds,Nuts and seeds
2707543,survey_fndds,Nuts and seeds
