fdcId
752290
753154
753268
753282
753308
2234070
2517438
2520503
2520525
2520647
2539718
2539818
2539893
2555736
2555946
2555979
2557916
2557918
2613438
2613905
2614179
2614221
2649553
2662428
2662549
2662570
2662589
2662621
2662669
2662860
2663235
2663244
2663247
2663249
2663255
2663256
2663257
2663259
2663295
2663331
2663332
2663333
2663334
2663335
2663336
2663339
2680797
2680879
2680996
2681014
2683164
2683167
2683168
2683169
2683170
2683173
2683452
2683818
2683824
2683829
2683830
2683832
2683835
2687830
2688062
2688554
2689678
2689701
2689702
2689890
2689975
2689977
2689978
2689982
2690002
2690070
2690087
2690090
2692420
2693773
2693790
2693813
2693914
2694275
2694784
2695212
2695236
2695255
2695257
2695352
2695386
2695389
2695390
2695398
2695421
2695422
2695434
2695435
2695447
2695450
2695497
2695501
2695502
2695523
2695526
2695535
2695551
2695595
2695597
2695598
2695693
2695701
2695702
2695711
2695730
2695731
2695732
2695752
2695777
2695913
2695917
2695928
2695950
2695952
2695958
2695969
2695970
2695977
2696026
2696104
2696105
2696127
2696141
2696154
2696195
2696200
2696321
2696376
2696466
2696467
2696494
2696676
2696700
2696701
2696710
2696711
2696715
2696733
2696744
2696750
2696751
2696752
2696753
2696771
2696780
2696782
2696783
2696796
2696800
2696801
2696804
2696807
2696809
2696810
2696811
2696854
2697029
2697045
2697059
2697075
2697119
2697179
2697182
2697183
2697184
2697196
2697198
2697199
2697200
2697221
2697239
2697242
2697245
2697251
2697253
2697434
2697435
2697436
2697774
2697775
2697776
2697777
2697796
2697884
2697894
2697969
2697972
2697979
2698001
2698048
2698049
2698056
2698061
2698097
2698121
2698138
2698182
2698300
2698314
2698319
2698476
2698477
2698619
2698755
2698756
2698773
2698781
2698843
2698903
2699003
2699005
2699082
2699093
2699096
2699140
2699147
2699152
2699173
2699174
2699180
2699185
2699190
2699191
2699198
2699199
2699200
2699254
2699255
2699318
2699324
2699442
2699447
2699449
2699451
2699455
2699456
2699466
2699479
2699488
2699571
2699688
2699705
2699762
2699788
2699789
2699796
2699800
2699807
2699810
2699811
2699812
2699817
2699830
2699837
2699838
2699839
2699855
2699856
2699857
2699858
2699859
2699860
2699861
2699862
2699869
2699871
2699897
2699907
2699908
2699914
2699915
2699917
2699918
2699919
2699920
2699921
2699922
2699923
2699925
2699938
2699939
2699955
2699973
2699978
2699991
2700001
2700013
2700016
2700017
2700031
2700032
2700038
2700230
2700234
2700243
2700268
2700274
2700275
2700276
2700281
2700448
2700450
2700453
2700460
2700501
2700502
2700503
2700504
2700505
2700506
2700511
2700513
2700517
2700520
2700522
2700523
2700524
2700525
2700526
2700527
2700528
2700531
2700532
