fdcId
2705383
2705384
2705385
2705386
2705387
2705388
2705389
2705390
2705391
2705392
2705393
2705394
2705395
2705396
2705397
2705398
2705399
2705400
2705401
2705402
2705403
2705404
2705405
2705406
2705407
2705408
2705409
2705410
2705411
2705412
2705413
2705414
2705415
2705416
2705417
2705418
2705419
2705420
2705421
2705422
2705423
2705424
2705425
2705426
2705427
2705428
2705429
2705430
2705431
2705432
2705433
2705434
2705435
2705436
2705437
2705438
2705439
2705440
2705441
2705442
2705443
2705444
2705445
2705446
2705447
2705448
2705449
2705450
2705451
2705452
2705453
2705454
2705455
2705456
2705457
2705458
2705459
2705460
2705461
2705462
2705463
2705464
2705465
2705466
2705467
2705468
2705469
2705470
2705471
2705472
2705473
2705474
2705475
2705476
2705477
2705478
2705479
2705480
2705481
2705482
2705483
2705484
2705485
2705486
2705487
2705488
2705489
2705490
2705491
2705492
2705493
2705494
2705495
2705496
2705497
2705498
2705499
2705500
2705501
2705502
2705503
2705504
2705505
2705506
2705507
2705508
2705509
2705510
2705511
2705512
2705513
2705514
2705515
2705516
2705517
2705518
2705519
2705520
2705521
2705522
2705523
2705524
2705525
2705526
2705527
2705528
2705529
2705530
2705531
2705532
2705533
2705534
2705535
2705536
2705537
2705538
2705539
2705540
2705541
2705542
2705543
2705544
2705545
2705546
2705547
2705548
2705549
2705550
2705551
2705552
2705553
2705554
2705555
2705556
2705557
2705558
2705559
2705560
2705561
2705562
2705563
2705564
2705565
2705566
2705567
2705568
2705569
2705570
2705571
2705572
2705573
2705574
2705575
2705576
2705577
2705578
2705579
2705580
2705581
2705582
2705583
2705584
2705585
2705586
2705587
2705588
2705589
2705590
2705591
2705592
2705593
2705594
2705595
2705596
2705597
2705598
2705599
2705600
2705601
2705602
2705603
2705604
2705605
2705606
2705607
2705608
2705609
2705610
2705611
2705612
2705613
2705614
2705615
2705616
2705617
2705618
2705619
2705620
2705621
2705622
2705623
2705624
2705625
2705626
2705627
2705628
2705629
2705630
2705631
2705632
2705633
2705634
2705635
2705636
2705637
2705638
2705639
2705640
2705641
2705642
2705643
2705644
2705645
2705646
2705647
2705648
2705649
2705650
2705651
2705652
2705653
2705654
2705655
2705656
2705657
2705658
2705659
2705660
2705661
2705662
2705663
2705664
2705665
2705666
2705667
2705668
2705669
2705670
2705671
2705672
2705673
2705674
2705675
2705676
2705677
2705678
2705679
2705680
2705681
2705682
2705683
2705684
2705685
2705686
2705687
2705688
2705689
2705690
2705691
2705692
2705693
2705694
2705695
2705696
2705697
2705698
2705699
2705700
